pair,file,column,arm,min_ns,bytes
29,citm_catalog,struct-parse,avx2,1219800,1727204
30,citm_catalog,struct-parse,swar8,1237400,1727204
30,citm_catalog,struct-parse,avx2,1230700,1727204
31,citm_catalog,struct-parse,swar8,1263900,1727204
31,citm_catalog,struct-parse,avx2,1214200,1727204
32,citm_catalog,struct-parse,swar8,1217200,1727204
32,citm_catalog,struct-parse,avx2,1216100,1727204
33,citm_catalog,struct-parse,swar8,1242900,1727204
33,citm_catalog,struct-parse,avx2,1226100,1727204
34,citm_catalog,struct-parse,swar8,1248900,1727204
34,citm_catalog,struct-parse,avx2,1225200,1727204
35,citm_catalog,struct-parse,swar8,1238100,1727204
35,citm_catalog,struct-parse,avx2,1221900,1727204
36,citm_catalog,struct-parse,swar8,1246200,1727204
36,citm_catalog,struct-parse,avx2,1175400,1727204
37,citm_catalog,struct-parse,swar8,1241600,1727204
37,citm_catalog,struct-parse,avx2,1204500,1727204
38,citm_catalog,struct-parse,swar8,1221900,1727204
38,citm_catalog,struct-parse,avx2,1210600,1727204
39,citm_catalog,struct-parse,swar8,1238000,1727204
39,citm_catalog,struct-parse,avx2,1218300,1727204
40,citm_catalog,struct-parse,swar8,1238200,1727204
40,citm_catalog,struct-parse,avx2,1233600,1727204
41,citm_catalog,struct-parse,swar8,1241300,1727204
41,citm_catalog,struct-parse,avx2,1222300,1727204
42,citm_catalog,struct-parse,swar8,1248100,1727204
42,citm_catalog,struct-parse,avx2,1197300,1727204
43,citm_catalog,struct-parse,swar8,1231900,1727204
43,citm_catalog,struct-parse,avx2,1229200,1727204
44,citm_catalog,struct-parse,swar8,1249100,1727204
44,citm_catalog,struct-parse,avx2,1220100,1727204
45,citm_catalog,struct-parse,swar8,1201900,1727204
