pair,file,column,arm,min_ns,bytes
27,twitter,dom-parse,esc_wide,1983400,646995
28,twitter,dom-parse,esc_scalar,2005400,646995
28,twitter,dom-parse,esc_wide,2021400,646995
29,twitter,dom-parse,esc_scalar,2030600,646995
29,twitter,dom-parse,esc_wide,2016700,646995
30,twitter,dom-parse,esc_scalar,2021600,646995
30,twitter,dom-parse,esc_wide,2056300,646995
31,twitter,dom-parse,esc_scalar,1983600,646995
31,twitter,dom-parse,esc_wide,1972800,646995
32,twitter,dom-parse,esc_scalar,2017600,646995
32,twitter,dom-parse,esc_wide,2019400,646995
33,twitter,dom-parse,esc_scalar,1904500,646995
33,twitter,dom-parse,esc_wide,1980800,646995
34,twitter,dom-parse,esc_scalar,1996200,646995
34,twitter,dom-parse,esc_wide,1925000,646995
35,twitter,dom-parse,esc_scalar,1910700,646995
35,twitter,dom-parse,esc_wide,1936700,646995
36,twitter,dom-parse,esc_scalar,1960100,646995
36,twitter,dom-parse,esc_wide,1952700,646995
37,twitter,dom-parse,esc_scalar,1870300,646995
37,twitter,dom-parse,esc_wide,1917300,646995
38,twitter,dom-parse,esc_scalar,1963000,646995
38,twitter,dom-parse,esc_wide,1891400,646995
39,twitter,dom-parse,esc_scalar,1885300,646995
39,twitter,dom-parse,esc_wide,1908800,646995
40,twitter,dom-parse,esc_scalar,1857800,646995
40,twitter,dom-parse,esc_wide,1862700,646995
41,twitter,dom-parse,esc_scalar,1854700,646995
41,twitter,dom-parse,esc_wide,1870700,646995
42,twitter,dom-parse,esc_scalar,1842500,646995
42,twitter,dom-parse,esc_wide,1879400,646995
43,twitter,dom-parse,esc_scalar,1849800,646995
43,twitter,dom-parse,esc_wide,1871900,646995
44,twitter,dom-parse,esc_scalar,1893900,646995
44,twitter,dom-parse,esc_wide,1888700,646995
45,twitter,dom-parse,esc_scalar,1921000,646995
45,twitter,dom-parse,esc_wide,1873000,646995
46,twitter,dom-parse,esc_scalar,1924200,646995
46,twitter,dom-parse,esc_wide,1885300,646995
47,twitter,dom-parse,esc_scalar,1903800,646995
47,twitter,dom-parse,esc_wide,1884800,646995
48,twitter,dom-parse,esc_scalar,1841000,646995
48,twitter,dom-parse,esc_wide,1888300,646995
49,twitter,dom-parse,esc_scalar,1859000,646995
49,twitter,dom-parse,esc_wide,1876100,646995
50,twitter,dom-parse,esc_scalar,1886200,646995
50,twitter,dom-parse,esc_wide,1885200,646995
51,twitter,dom-parse,esc_scalar,1883900,646995
51,twitter,dom-parse,esc_wide,1857800,646995
52,twitter,dom-parse,esc_scalar,1859600,646995
52,twitter,dom-parse,esc_wide,1828900,646995
53,twitter,dom-parse,esc_scalar,1841300,646995
53,twitter,dom-parse,esc_wide,1857500,646995
